Enrollment_Method,App_Source,Payment_Method,Replacement_Indicator,Final_Status,Status,Gender,Issue_Age,Age_Group,Marital_Status,Employment,Face_Amount,Earn,Earnings_Range,Business_Bene,Child_Bene,Other_Bene,OthFamily_Bene,Spouse_Bene
P,Agent,ETRANS,1,Complete,1,F,55,50-59,MARRIED,ACTIVE,500000,83333,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,36,30-39,MARRIED,HOMEMAKER,500000,83333,80-100,0,0,0,1,0
P,Direct,ETRANS,0,Complete,1,M,28,0-29,MARRIED,NOTACTIVE,500000,83333,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,33,30-39,MARRIED,HOMEMAKER,500000,83333,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,58,50-59,MARRIED,RETIRED,550000,91667,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,32,30-39,MARRIED,HOMEMAKER,600000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,41,40-49,MARRIED,HOMEMAKER,600000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,49,40-49,MARRIED,ACTIVE,600000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,M,64,60-69,MARRIED,RETIRED,600000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,43,40-49,MARRIED,HOMEMAKER,650000,108333,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,53,50-59,MARRIED,RETIRED,650000,108333,>100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,44,40-49,MARRIED,HOMEMAKER,700000,116667,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,38,30-39,MARRIED,UNSPEC,750000,125000,>100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,32,30-39,MARRIED,HOMEMAKER,750000,125000,>100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,56,50-59,MARRIED,HOMEMAKER,750000,125000,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,40,40-49,MARRIED,ACTIVE,750000,125000,>100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,49,40-49,MARRIED,HOMEMAKER,750000,125000,>100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,48,40-49,MARRIED,NOTACTIVE,800000,133333,>100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,35,30-39,MARRIED,HOMEMAKER,800000,133333,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,49,40-49,MARRIED,ACTIVE,800000,133333,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,29,0-29,MARRIED,UNSPEC,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,39,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,44,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,1,0,0,0,0
P,Agent,CHECK,0,Complete,1,M,38,30-39,MARRIED,STUDENT,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,35,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,33,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,36,30-39,MARRIED,UNSPEC,1000000,166667,>100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,33,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,50,50-59,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,M,51,50-59,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,35,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,1,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,35,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,48,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,51,50-59,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,39,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,39,30-39,MARRIED,NOTACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,48,40-49,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,46,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,39,30-39,MARRIED,NOTACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,34,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,47,40-49,MARRIED,STUDENT,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,40,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,39,30-39,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,45,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,0,1,0,0,1
P,Agent,ETRANS,0,Complete,1,F,37,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,50,50-59,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,41,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,40,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,39,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,35,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,26,0-29,MARRIED,STUDENT,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,28,0-29,MARRIED,NOTACTIVE,1000000,166667,>100,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,38,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,47,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,35,30-39,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,41,40-49,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,39,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,61,60-69,MARRIED,HOMEMAKER,1000000,166667,>100,0,2,0,0,0
P,Agent,CHECK,0,Complete,1,F,24,0-29,MARRIED,STUDENT,1000000,166667,>100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,36,30-39,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,30,30-39,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,56,50-59,MARRIED,NOTACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,37,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,46,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,41,40-49,MARRIED,ACTIVE,1000000,166667,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,32,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,33,30-39,MARRIED,HOMEMAKER,1100000,183333,>100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,28,0-29,MARRIED,HOMEMAKER,1200000,200000,>100,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,35,30-39,MARRIED,ACTIVE,1500000,250000,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,32,30-39,MARRIED,ACTIVE,1500000,250000,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,40,40-49,MARRIED,HOMEMAKER,1500000,250000,>100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,37,30-39,MARRIED,HOMEMAKER,1500000,250000,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,59,50-59,MARRIED,RETIRED,1500000,250000,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,41,40-49,MARRIED,HOMEMAKER,1500000,250000,>100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,35,30-39,MARRIED,HOMEMAKER,1500000,250000,>100,2,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,35,30-39,MARRIED,ACTIVE,1500000,250000,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,45,40-49,MARRIED,ACTIVE,1616024,269337,>100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,29,0-29,MARRIED,HOMEMAKER,1700000,283333,>100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,45,40-49,MARRIED,HOMEMAKER,2000000,333333,>100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,40,40-49,MARRIED,HOMEMAKER,2000000,333333,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,32,30-39,MARRIED,HOMEMAKER,2000000,333333,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,40,40-49,MARRIED,HOMEMAKER,2000000,333333,>100,0,0,1,0,0
P,Agent,ETRANS,1,Complete,1,F,41,40-49,MARRIED,HOMEMAKER,2000000,333333,>100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,32,30-39,MARRIED,NOTACTIVE,2000000,333333,>100,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,M,59,50-59,MARRIED,ACTIVE,3000000,500000,>100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,49,40-49,MARRIED,ACTIVE,5000000,833333,>100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,34,30-39,SINGLE,UNSPEC,100000,16667,0-20K,0,1,1,0,0
O,Direct,ETRANS,0,Complete,1,F,34,30-39,SINGLE,STUDENT,100000,16667,0-20K,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,69,60-69,SINGLE,RETIRED,100000,16667,0-20K,0,1,0,0,0
P,Agent,CHECK,0,Complete,1,F,24,0-29,SINGLE,STUDENT,100000,16667,0-20K,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,M,25,0-29,SINGLE,STUDENT,100000,16667,0-20K,0,0,0,2,0
P,Agent,CREDCARD,0,Complete,1,F,46,40-49,SINGLE,HOMEMAKER,100000,16667,0-20K,0,2,0,0,0
P,Direct,CHECK,0,Complete,1,M,47,40-49,SINGLE,NOTACTIVE,100000,16667,0-20K,0,0,1,0,0
P,Agent,ETRANS,1,Complete,1,F,22,0-29,SINGLE,STUDENT,100000,16667,0-20K,0,0,0,2,0
P,Direct,ETRANS,0,Complete,1,F,30,30-39,SINGLE,STUDENT,100000,16667,0-20K,0,0,0,3,0
P,Agent,ETRANS,0,Complete,1,F,54,50-59,SINGLE,HOMEMAKER,100000,16667,0-20K,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,33,30-39,SINGLE,STUDENT,100000,16667,0-20K,0,0,0,2,0
P,Agent,ETRANS,0,Complete,1,M,20,0-29,SINGLE,STUDENT,100000,16667,0-20K,0,0,0,1,0
O,Direct,ETRANS,0,Complete,1,M,21,0-29,SINGLE,STUDENT,150000,25000,21-40,0,0,0,2,0
P,Agent,CREDCARD,0,Complete,1,M,34,30-39,SINGLE,UNSPEC,250000,41667,41-60,0,0,1,0,0
P,Agent,CHECK,0,Complete,1,M,23,0-29,SINGLE,STUDENT,250000,41667,41-60,0,0,0,2,0
P,Agent,ETRANS,0,Complete,1,M,21,0-29,SINGLE,NOTACTIVE,250000,41667,41-60,0,0,0,1,0
P,Agent,CREDCARD,0,Complete,1,M,21,0-29,SINGLE,STUDENT,250000,41667,41-60,0,0,0,2,0
P,Agent,CHECK,0,Complete,1,F,23,0-29,SINGLE,STUDENT,250000,41667,41-60,0,0,0,1,0
P,Agent,CREDCARD,0,Complete,1,M,27,0-29,SINGLE,NOTACTIVE,300000,50000,41-60,0,0,0,1,1
P,Agent,ETRANS,0,Complete,1,M,20,0-29,SINGLE,STUDENT,500000,83333,80-100,0,0,0,2,0
O,Direct,CREDCARD,0,Complete,1,F,31,30-39,SINGLE,STUDENT,500000,83333,80-100,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,37,30-39,SINGLE,HOMEMAKER,500000,83333,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,28,0-29,SINGLE,STUDENT,500000,83333,80-100,0,0,1,0,0
P,Direct,ETRANS,0,Complete,1,F,50,50-59,SINGLE,STUDENT,500000,83333,80-100,0,3,0,0,0
P,Agent,ETRANS,0,Complete,1,F,61,60-69,WIDOWED,NOTACTIVE,100000,16667,0-20K,0,1,0,0,0
P,Agent,ETRANS,1,Complete,1,F,32,30-39,MARRIED,HOMEMAKER,250000,41667,41-60,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,48,40-49,MARRIED,ACTIVE,250000,41667,41-60,0,1,1,2,1
P,Agent,CHECK,0,Complete,1,M,28,0-29,MARRIED,ACTIVE,500000,83333,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,38,30-39,MARRIED,ACTIVE,500000,83333,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,33,30-39,MARRIED,ACTIVE,500000,83333,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,32,30-39,MARRIED,HOMEMAKER,500000,83333,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,51,50-59,MARRIED,NOTACTIVE,500000,83333,80-100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,48,40-49,MARRIED,ACTIVE,500000,83333,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,49,40-49,MARRIED,ACTIVE,500000,83333,80-100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,29,0-29,MARRIED,ACTIVE,500000,83333,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,33,30-39,MARRIED,ACTIVE,500000,83333,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,34,30-39,MARRIED,HOMEMAKER,500000,83333,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,51,50-59,MARRIED,ACTIVE,750000,125000,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,34,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,43,40-49,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,37,30-39,MARRIED,ACTIVE,1200000,200000,>100,0,0,0,2,1
P,Agent,CREDCARD,1,Complete,1,M,33,30-39,MARRIED,ACTIVE,2000000,333333,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,39,30-39,MARRIED,ACTIVE,2000000,333333,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,49,40-49,MARRIED,ACTIVE,2000000,333333,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,35,30-39,MARRIED,ACTIVE,5500000,916667,>100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,30,30-39,SINGLE,ACTIVE,1000000,166667,>100,0,0,0,1,0
P,Agent,ETRANS,1,Complete,1,F,38,30-39,MARRIED,ACTIVE,800000,133333,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,36,30-39,MARRIED,ACTIVE,250000,41667,41-60,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,34,30-39,MARRIED,ACTIVE,100000,16667,0-20K,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,46,40-49,SINGLE,NOTACTIVE,100000,16667,0-20K,0,0,0,1,0
P,Agent,CHECK,1,Complete,1,F,64,60-69,MARRIED,RETIRED,300000,50000,41-60,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,43,40-49,MARRIED,ACTIVE,1500000,250000,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,22,0-29,SINGLE,STUDENT,250000,1000,0-20K,0,0,0,1,0
P,Agent,CREDCARD,0,Complete,1,F,53,50-59,MARRIED,HOMEMAKER,100000,16667,0-20K,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,36,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,27,0-29,SINGLE,STUDENT,100000,1200,0-20K,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,38,30-39,MARRIED,ACTIVE,250000,1500,0-20K,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,28,0-29,MARRIED,HOMEMAKER,100000,16667,0-20K,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,59,50-59,MARRIED,NOTACTIVE,100000,2000,0-20K,0,0,0,0,1
O,Agent,CREDCARD,0,Complete,1,M,38,30-39,MARRIED,HOMEMAKER,250000,41667,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,35,30-39,MARRIED,ACTIVE,250000,2000,0-20K,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,54,50-59,MARRIED,UNSPEC,250000,2000,0-20K,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,53,50-59,MARRIED,NOTACTIVE,250000,2000,0-20K,0,0,0,0,1
P,Direct,CREDCARD,0,Complete,1,F,36,30-39,MARRIED,UNSPEC,500000,2000,0-20K,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,F,20,0-29,SINGLE,STUDENT,100000,2000,0-20K,0,0,0,2,0
P,Direct,CHECK,0,Complete,1,F,46,40-49,MARRIED,UNSPEC,250000,2040,0-20K,0,3,0,0,0
P,Agent,ETRANS,0,Complete,1,F,56,50-59,MARRIED,HOMEMAKER,100000,16667,0-20K,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,37,30-39,MARRIED,STUDENT,100000,2400,0-20K,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,38,30-39,MARRIED,ACTIVE,500000,2400,0-20K,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,34,30-39,MARRIED,ACTIVE,250000,2500,0-20K,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,38,30-39,MARRIED,ACTIVE,250000,2500,0-20K,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,33,30-39,SINGLE,ACTIVE,150000,2500,0-20K,0,1,0,1,0
P,Direct,CREDCARD,0,Complete,1,F,56,50-59,MARRIED,ACTIVE,250000,2600,0-20K,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,53,50-59,MARRIED,ACTIVE,250000,3000,0-20K,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,32,30-39,MARRIED,ACTIVE,500000,3000,0-20K,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,36,30-39,MARRIED,HOMEMAKER,500000,83333,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,47,40-49,MARRIED,ACTIVE,750000,3000,0-20K,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,21,0-29,SINGLE,UNSPEC,100000,3000,0-20K,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,21,0-29,SINGLE,STUDENT,100000,3000,0-20K,0,0,0,1,0
P,Agent,CREDCARD,0,Complete,1,F,34,30-39,MARRIED,ACTIVE,500000,3500,0-20K,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,39,30-39,MARRIED,ACTIVE,1000000,3500,0-20K,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,50,50-59,SINGLE,NOTACTIVE,250000,3636,0-20K,0,4,0,0,0
P,Direct,ETRANS,1,Complete,1,F,45,40-49,MARRIED,UNSPEC,250000,3900,0-20K,0,1,0,0,1
P,Agent,ETRANS,0,Complete,1,F,48,40-49,MARRIED,ACTIVE,100000,4000,0-20K,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,42,40-49,MARRIED,ACTIVE,114000,4000,0-20K,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,F,49,40-49,MARRIED,NOTACTIVE,150000,4000,0-20K,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,42,40-49,MARRIED,STUDENT,350000,4000,0-20K,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,51,50-59,MARRIED,ACTIVE,650000,4000,0-20K,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,22,0-29,SINGLE,ACTIVE,100000,4500,0-20K,0,0,0,1,0
P,Agent,CREDCARD,0,Complete,1,F,20,0-29,SINGLE,STUDENT,250000,4500,0-20K,0,0,0,2,0
P,Agent,ETRANS,0,Complete,1,F,50,50-59,MARRIED,ACTIVE,250000,4800,0-20K,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,40,40-49,MARRIED,ACTIVE,100000,5000,0-20K,0,0,0,0,1
P,Direct,ETRANS,1,Complete,1,F,50,50-59,MARRIED,UNSPEC,100000,5000,0-20K,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,58,50-59,MARRIED,ACTIVE,250000,5000,0-20K,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,61,60-69,MARRIED,RETIRED,250000,5000,0-20K,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,39,30-39,MARRIED,HOMEMAKER,300000,50000,41-60,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,44,40-49,MARRIED,ACTIVE,500000,5000,0-20K,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,63,60-69,MARRIED,RETIRED,500000,5000,0-20K,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,37,30-39,MARRIED,HOMEMAKER,500000,83333,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,50,50-59,MARRIED,ACTIVE,500000,5000,0-20K,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,46,40-49,MARRIED,ACTIVE,500000,5000,0-20K,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,31,30-39,MARRIED,HOMEMAKER,1000000,166667,>100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,49,40-49,SINGLE,ACTIVE,100000,5000,0-20K,0,0,0,1,0
P,Agent,CHECK,0,Complete,1,F,20,0-29,SINGLE,STUDENT,100000,5000,0-20K,0,0,0,1,0
O,Direct,ETRANS,0,Complete,1,F,20,0-29,SINGLE,STUDENT,125000,5000,0-20K,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,24,0-29,SINGLE,STUDENT,250000,5000,0-20K,0,0,0,2,0
O,Direct,CREDCARD,0,Complete,1,F,39,30-39,SEPARATED,ACTIVE,100000,6000,0-20K,0,1,0,0,0
O,Direct,CREDCARD,0,Complete,1,F,56,50-59,DIVORCED,HOMEMAKER,250000,41667,41-60,0,1,0,0,0
O,Direct,CHECK,0,Complete,1,M,21,0-29,MARRIED,STUDENT,250000,6000,0-20K,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,M,39,30-39,MARRIED,HOMEMAKER,500000,83333,80-100,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,39,30-39,MARRIED,ACTIVE,750000,6000,0-20K,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,30,30-39,SINGLE,ACTIVE,250000,6000,0-20K,0,0,0,1,0
P,Agent,CREDCARD,0,Complete,1,F,46,40-49,MARRIED,NOTACTIVE,100000,7000,0-20K,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,34,30-39,MARRIED,ACTIVE,100000,7000,0-20K,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,F,43,40-49,MARRIED,ACTIVE,250000,7000,0-20K,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,38,30-39,MARRIED,ACTIVE,400000,7000,0-20K,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,59,50-59,SINGLE,UNSPEC,100000,7120,0-20K,0,2,0,0,0
P,Agent,CREDCARD,0,Complete,1,F,71,70-79,DIVORCED,UNSPEC,100000,7200,0-20K,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,M,70,70-79,MARRIED,RETIRED,250000,7500,0-20K,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,38,30-39,MARRIED,ACTIVE,500000,7500,0-20K,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,23,0-29,SINGLE,STUDENT,100000,7500,0-20K,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,30,30-39,SINGLE,ACTIVE,100000,7500,0-20K,0,0,1,0,0
P,Agent,ETRANS,0,Complete,1,M,48,40-49,MARRIED,ACTIVE,100000,8000,0-20K,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,32,30-39,MARRIED,STUDENT,100000,8000,0-20K,0,1,0,1,0
P,Agent,ETRANS,0,Complete,1,F,37,30-39,MARRIED,ACTIVE,250000,8000,0-20K,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,47,40-49,MARRIED,ACTIVE,500000,8000,0-20K,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,35,30-39,MARRIED,ACTIVE,1000000,8000,0-20K,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,21,0-29,SINGLE,ACTIVE,100000,8000,0-20K,0,0,0,1,0
O,Direct,CHECK,0,Complete,1,F,33,30-39,MARRIED,ACTIVE,100000,8500,0-20K,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,35,30-39,SINGLE,DISABLED,100000,8760,0-20K,0,0,1,0,0
P,Agent,ETRANS,0,Complete,1,F,61,60-69,DIVORCED,RETIRED,100000,9000,0-20K,0,1,0,0,0
P,Agent,CREDCARD,1,Complete,1,F,50,50-59,MARRIED,ACTIVE,100000,9000,0-20K,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,30,30-39,MARRIED,ACTIVE,100000,9000,0-20K,0,0,0,1,1
P,Agent,CREDCARD,0,Complete,1,F,33,30-39,MARRIED,HOMEMAKER,500000,83333,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,35,30-39,MARRIED,ACTIVE,500000,9000,0-20K,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,49,40-49,SINGLE,DISABLED,100000,9000,0-20K,0,0,1,0,0
P,Direct,ETRANS,0,Complete,1,M,42,40-49,SINGLE,UNSPEC,500000,9000,0-20K,0,1,0,0,0
